renamed_proteinid,proteinid,og_number
cele10499,CE51754,no_og
cele10500,CE09966,no_og
cele10501,CE51019,no_og
cele10502,CE50920,no_og
cele10503,CE09968,no_og
cele10504,CE50960,no_og
cele10505,CE51015,no_og
cele10506,CE09969,og
cele10507,CE47609,og
cele10508,CE50933,no_og
cele10509,CE09971,no_og
cele10510,CE38071,no_og
cele10511,CE33079,no_og
cele10512,CE00711,og
cele10513,CE00710,og
cele10514,CE47709,no_og
cele10515,CE24953,no_og
cele10516,CE00707,no_og
cele10517,CE00706,no_og
cele10518,CE29961,no_og
cele10519,CE29962,no_og
cele10520,CE29963,no_og
cele10521,CE30975,no_og
cele10522,CE29792,og
cele10523,CE00790,no_og
cele10524,CE00986,no_og
cele10525,CE20754,no_og
cele10526,CE00989,no_og
cele10527,CE23704,og
cele10528,CE17789,no_og
cele10529,CE09989,no_og
cele10530,CE09990,no_og
cele10531,CE09991,no_og
cele10532,CE09992,no_og
cele10533,CE51395,no_og
cele10534,CE09994,no_og
cele10535,CE09995,no_og
cele10536,CE44528,no_og
cele10537,CE32886,og
cele10538,CE42521,no_og
cele10539,CE26748,no_og
cele10540,CE51151,no_og
cele10541,CE51110,no_og
cele10542,CE25874,no_og
cele10543,CE17800,no_og
cele10544,CE35968,no_og
cele10545,CE48661,no_og
cele10546,CE27378,no_og
cele10547,CE24956,no_og
cele10548,CE24957,no_og
cele10549,CE35970,no_og
cele10550,CE24958,no_og
cele10551,CE17796,og
cele10552,CE33777,no_og
cele10553,CE17798,no_og
cele10554,CE00742,og
cele10555,CE43966,no_og
cele10556,CE30779,og
cele10557,CE42652,og
cele10558,CE26424,og
cele10559,CE30780,no_og
cele10560,CE52028,no_og
cele10561,CE26426,no_og
cele10562,CE38180,no_og
cele10563,CE38597,no_og
cele10564,CE00741,no_og
cele10565,CE43994,no_og
cele10566,CE33082,og
cele10567,CE30781,og
cele10568,CE29312,og
cele10569,CE00821,og
cele10570,CE48695,no_og
cele10571,CE33638,no_og
cele10572,CE17046,no_og
cele10573,CE17047,no_og
cele10574,CE31505,no_og
cele10575,CE48994,no_og
cele10576,CE17048,no_og
cele10577,CE33640,no_og
cele10578,CE17049,og
cele10579,CE48545,no_og
cele10580,CE48901,no_og
cele10581,CE48663,no_og
cele10582,CE42802,no_og
cele10583,CE05819,no_og
cele10584,CE29592,no_og
cele10585,CE40957,no_og
cele10586,CE05820,no_og
cele10587,CE46743,no_og
cele10588,CE36156,no_og
cele10589,CE29793,og
cele10590,CE45726,no_og
cele10591,CE09999,no_og
cele10592,CE47742,og
cele10593,CE17804,no_og
cele10594,CE15994,no_og
cele10595,CE46165,no_og
cele10596,CE35870,no_og
cele10597,CE43415,no_og
cele10598,CE35871,og
cele10599,CE15997,og
cele10600,CE44461,no_og
cele10601,CE41536,no_og
cele10602,CE10022,no_og
cele10603,CE48971,no_og
cele10604,CE10026,no_og
cele10605,CE43684,no_og
cele10606,CE40329,no_og
cele10607,CE49040,no_og
cele10608,CE48223,no_og
cele10609,CE37370,no_og
cele10610,CE46213,no_og
cele10611,CE41537,og
cele10612,CE10020,no_og
cele10613,CE02213,no_og
cele10614,CE02214,no_og
cele10615,CE10044,no_og
cele10616,CE41649,no_og
cele10617,CE10048,no_og
cele10618,CE10050,og
cele10619,CE38598,no_og
cele10620,CE10028,no_og
cele10621,CE33641,no_og
cele10622,CE49327,no_og
cele10623,CE34010,og
cele10624,CE34011,og
cele10625,CE28303,no_og
cele10626,CE10034,no_og
cele10627,CE10036,no_og
cele10628,CE10038,no_og
cele10629,CE10040,no_og
cele10630,CE10042,no_og
cele10631,CE15998,no_og
cele10632,CE40228,no_og
cele10633,CE40229,no_og
cele10634,CE15999,og
cele10635,CE43695,og
cele10636,CE38182,og
cele10637,CE42263,og
cele10638,CE32019,no_og
cele10639,CE38181,og
cele10640,CE46300,og
cele10641,CE50814,og
cele10642,CE34857,no_og
cele10643,CE42915,no_og
cele10644,CE31506,og
cele10645,CE31507,og
cele10646,CE05824,og
cele10647,CE24961,og
cele10648,CE02216,no_og
cele10649,CE43943,no_og
cele10650,CE02218,og
cele10651,CE43919,no_og
cele10652,CE45999,no_og
cele10653,CE46058,no_og
cele10654,CE45881,og
cele10655,CE04518,no_og
cele10656,CE34552,no_og
cele10657,CE30976,og
cele10658,CE35526,no_og
cele10659,CE38816,no_og
cele10660,CE42111,no_og
cele10661,CE43593,no_og
cele10662,CE31933,no_og
cele10663,CE31934,no_og
cele10664,CE05826,no_og
cele10665,CE41131,no_og
cele10666,CE20758,no_og
cele10667,CE36299,no_og
cele10668,CE47600,no_og
cele10669,CE52230,no_og
cele10670,CE36301,no_og
cele10671,CE16001,no_og
cele10672,CE50041,no_og
cele10673,CE49991,no_og
cele10674,CE50005,no_og
cele10675,CE42757,no_og
cele10676,CE45412,no_og
cele10677,CE16004,no_og
cele10678,CE16005,no_og
cele10679,CE16006,no_og
cele10680,CE40561,no_og
cele10681,CE04528,no_og
cele10682,CE04522,no_og
cele10683,CE04523,no_og
cele10684,CE52239,no_og
cele10685,CE17806,no_og
cele10686,CE38183,no_og
cele10687,CE47834,og
cele10688,CE03293,no_og
cele10689,CE37910,og
cele10690,CE03294,no_og
cele10691,CE26624,no_og
cele10692,CE45877,no_og
cele10693,CE18673,og
cele10694,CE33780,no_og
cele10695,CE33781,no_og
cele10696,CE34013,no_og
cele10697,CE48359,no_og
cele10698,CE26625,no_og
cele10699,CE28305,no_og
cele10700,CE30977,og
cele10701,CE07200,no_og
cele10702,CE28307,og
cele10703,CE47138,no_og
cele10704,CE25876,og
cele10705,CE26435,no_og
cele10706,CE38817,no_og
cele10707,CE25877,no_og
cele10708,CE10080,no_og
cele10709,CE17809,no_og
cele10710,CE51663,no_og
cele10711,CE39099,no_og
cele10712,CE32887,no_og
cele10713,CE10060,no_og
cele10714,CE42675,no_og
cele10715,CE10064,no_og
cele10716,CE10066,no_og
cele10717,CE42651,no_og
cele10718,CE17807,og
cele10719,CE17808,og
cele10720,CE10072,og
cele10721,CE10074,og
cele10722,CE05832,og
cele10723,CE46921,og
cele10724,CE16015,og
cele10725,CE16016,og
cele10726,CE16008,og
cele10727,CE16009,og
cele10728,CE28023,no_og
cele10729,CE28024,no_og
cele10730,CE34485,og
cele10731,CE16012,og
cele10732,CE19834,og
cele10733,CE30529,no_og
cele10734,CE16014,no_og
cele10735,CE30978,og
cele10736,CE10090,no_og
cele10737,CE10092,no_og
cele10738,CE28308,og
cele10739,CE28309,og
cele10740,CE29794,og
cele10741,CE30979,og
cele10742,CE34553,og
cele10743,CE10096,og
cele10744,CE29315,og
cele10745,CE38818,no_og
cele10746,CE17810,no_og
cele10747,CE23707,no_og
cele10748,CE17812,no_og
cele10749,CE52678,no_og
cele10750,CE52670,no_og
cele10751,CE52671,no_og
cele10752,CE52662,no_og
cele10753,CE50352,no_og
cele10754,CE40387,no_og
cele10755,CE34185,no_og
cele10756,CE50444,no_og
cele10757,CE34014,no_og
cele10758,CE47951,no_og
cele10759,CE48014,no_og
cele10760,CE48075,no_og
cele10761,CE43112,og
cele10762,CE32653,no_og
cele10763,CE51533,no_og
cele10764,CE38708,no_og
cele10765,CE32655,no_og
cele10766,CE51373,no_og
cele10767,CE25878,no_og
cele10768,CE52040,no_og
cele10769,CE46809,no_og
cele10770,CE07204,no_og
cele10771,CE07205,no_og
cele10772,CE07206,no_og
cele10773,CE07207,no_og
cele10774,CE30782,og
cele10775,CE35304,no_og
cele10776,CE51277,no_og
cele10777,CE10118,no_og
cele10778,CE10120,no_og
cele10779,CE36933,no_og
cele10780,CE47136,no_og
cele10781,CE10124,og
cele10782,CE10126,no_og
cele10783,CE27158,og
cele10784,CE27159,no_og
cele10785,CE42480,no_og
cele10786,CE32409,og
cele10787,CE20761,og
cele10788,CE35527,no_og
cele10789,CE40650,og
cele10790,CE40651,og
cele10791,CE24963,og
cele10792,CE30530,no_og
cele10793,CE32410,og
cele10794,CE32411,no_og
cele10795,CE37516,og
cele10796,CE41238,no_og
cele10797,CE30531,og
cele10798,CE42312,no_og
cele10799,CE10144,no_og
cele10800,CE10146,og
cele10801,CE38516,og
cele10802,CE50258,og
cele10803,CE33643,no_og
cele10804,CE44387,no_og
cele10805,CE10152,no_og
cele10806,CE10154,no_og
cele10807,CE10156,no_og
cele10808,CE40055,og
cele10809,CE40056,og
cele10810,CE47906,no_og
cele10811,CE49781,no_og
cele10812,CE42247,no_og
cele10813,CE51334,no_og
cele10814,CE14156,no_og
cele10815,CE20767,no_og
cele10816,CE19835,no_og
cele10817,CE33084,no_og
cele10818,CE19846,no_og
cele10819,CE19847,no_og
cele10820,CE46542,no_og
cele10821,CE43911,no_og
cele10822,CE19837,no_og
cele10823,CE19839,no_og
cele10824,CE19840,no_og
cele10825,CE52204,no_og
cele10826,CE19842,no_og
cele10827,CE52297,no_og
cele10828,CE24964,no_og
cele10829,CE05838,og
cele10830,CE05839,og
cele10831,CE32412,og
cele10832,CE05840,no_og
cele10833,CE31508,no_og
cele10834,CE45873,no_og
cele10835,CE32657,no_og
cele10836,CE34307,no_og
cele10837,CE46376,no_og
cele10838,CE10166,no_og
cele10839,CE10168,no_og
cele10840,CE05860,og
cele10841,CE28557,no_og
cele10842,CE05862,no_og
cele10843,CE48071,no_og
cele10844,CE39499,no_og
cele10845,CE44328,no_og
cele10846,CE44107,no_og
cele10847,CE36647,no_og
cele10848,CE46609,og
cele10849,CE46674,og
cele10850,CE00570,no_og
cele10851,CE44812,no_og
cele10852,CE44781,no_og
cele10853,CE44756,no_og
cele10854,CE51237,no_og
cele10855,CE04532,no_og
cele10856,CE04533,no_og
cele10857,CE30130,no_og
cele10858,CE39932,no_og
cele10859,CE30131,og
cele10860,CE47861,no_og
cele10861,CE51544,no_og
cele10862,CE28316,og
cele10863,CE43900,no_og
cele10864,CE05849,og
cele10865,CE40359,no_og
cele10866,CE46814,no_og
cele10867,CE40360,no_og
cele10868,CE05842,og
cele10869,CE50470,og
cele10870,CE40361,no_og
cele10871,CE05844,no_og
cele10872,CE46778,no_og
cele10873,CE46683,no_og
cele10874,CE46650,no_og
cele10875,CE46572,no_og
cele10876,CE46608,no_og
cele10877,CE46671,no_og
cele10878,CE46742,no_og
cele10879,CE46804,no_og
cele10880,CE46640,no_og
cele10881,CE46740,no_og
cele10882,CE05846,no_og
cele10883,CE05847,og
cele10884,CE44356,og
cele10885,CE05848,og
cele10886,CE42760,no_og
cele10887,CE31343,og
cele10888,CE31344,og
cele10889,CE05851,og
cele10890,CE05852,no_og
cele10891,CE16018,no_og
cele10892,CE37834,no_og
cele10893,CE05855,og
cele10894,CE23714,og
cele10895,CE47747,no_og
cele10896,CE05856,no_og
cele10897,CE33580,no_og
cele10898,CE44740,no_og
cele10899,CE31345,og
cele10900,CE10176,no_og
cele10901,CE10194,no_og
cele10902,CE10196,no_og
cele10903,CE37835,no_og
cele10904,CE37970,no_og
cele10905,CE30075,no_og
cele10906,CE10184,no_og
cele10907,CE10186,no_og
cele10908,CE10188,no_og
cele10909,CE37836,no_og
cele10910,CE42468,no_og
cele10911,CE43608,og
cele10912,CE19857,og
cele10913,CE19858,og
cele10914,CE43729,no_og
cele10915,CE19861,no_og
cele10916,CE42112,no_og
cele10917,CE43599,og
cele10918,CE43705,no_og
cele10919,CE43723,no_og
cele10920,CE19849,og
cele10921,CE19850,og
cele10922,CE42113,no_og
cele10923,CE19853,no_og
cele10924,CE19854,no_og
cele10925,CE19855,no_og
cele10926,CE43725,no_og
cele10927,CE19862,no_og
cele10928,CE39933,no_og
cele10929,CE35530,no_og
cele10930,CE19864,no_og
cele10931,CE19865,no_og
cele10932,CE46821,no_og
cele10933,CE46574,og
cele10934,CE28318,no_og
cele10935,CE01278,no_og
cele10936,CE47021,no_og
cele10937,CE01281,og
cele10938,CE39934,no_og
cele10939,CE38709,no_og
cele10940,CE10200,no_og
cele10941,CE36435,no_og
cele10942,CE36436,no_og
cele10943,CE36437,no_og
cele10944,CE36438,no_og
cele10945,CE37517,og
cele10946,CE30980,no_og
cele10947,CE30981,no_og
cele10948,CE07212,no_og
cele10949,CE07213,no_og
cele10950,CE35715,no_og
cele10951,CE30983,og
cele10952,CE47501,no_og
cele10953,CE17819,no_og
cele10954,CE47681,no_og
cele10955,CE45509,no_og
cele10956,CE42114,no_og
cele10957,CE27379,og
cele10958,CE50558,no_og
cele10959,CE10222,no_og
cele10960,CE51091,og
cele10961,CE51124,no_og
cele10962,CE25880,no_og
cele10963,CE42115,no_og
cele10964,CE02728,no_og
cele10965,CE37372,no_og
cele10966,CE39500,no_og
cele10967,CE32658,no_og
cele10968,CE39501,og
cele10969,CE02733,no_og
cele10970,CE45925,no_og
cele10971,CE39935,no_og
cele10972,CE29798,og
cele10973,CE39734,og
cele10974,CE04538,og
cele10975,CE04539,no_og
cele10976,CE04540,no_og
cele10977,CE41806,no_og
cele10978,CE42795,no_og
cele10979,CE04542,no_og
cele10980,CE04543,no_og
cele10981,CE35533,no_og
cele10982,CE16020,no_og
cele10983,CE25881,no_og
cele10984,CE50464,no_og
cele10985,CE16021,no_og
cele10986,CE16022,no_og
cele10987,CE25882,no_og
cele10988,CE25881,no_og
cele10989,CE40057,no_og
cele10990,CE16026,no_og
cele10991,CE16027,no_og
cele10992,CE16028,no_og
cele10993,CE30984,og
cele10994,CE10238,no_og
cele10995,CE41807,no_og
cele10996,CE30985,og
cele10997,CE30986,og
cele10998,CE30987,no_og
cele10999,CE34015,no_og
cele11000,CE37643,og
cele11001,CE38957,no_og
cele11002,CE44405,no_og
cele11003,CE10262,no_og
cele11004,CE10264,no_og
cele11005,CE37770,no_og
cele11006,CE10268,og
cele11007,CE30784,og
cele11008,CE51436,no_og
cele11009,CE45366,no_og
cele11010,CE44385,no_og
cele11011,CE10246,no_og
cele11012,CE41239,og
cele11013,CE41240,no_og
cele11014,CE31936,no_og
cele11015,CE10252,og
cele11016,CE35305,og
cele11017,CE45837,no_og
cele11018,CE52258,no_og
cele11019,CE10260,og
cele11020,CE03301,og
cele11021,CE30532,og
cele11022,CE31509,og
cele11023,CE03304,no_og
cele11024,CE03305,no_og
cele11025,CE43212,og
cele11026,CE43829,no_og
cele11027,CE44213,no_og
cele11028,CE19867,no_og
cele11029,CE43891,no_og
cele11030,CE51286,no_og
cele11031,CE30786,no_og
cele11032,CE07217,no_og
cele11033,CE07218,no_og
cele11034,CE45861,no_og
cele11035,CE38185,no_og
cele11036,CE38821,no_og
cele11037,CE51516,no_og
cele11038,CE01282,no_og
cele11039,CE44966,no_og
cele11040,CE36543,no_og
cele11041,CE42264,no_og
cele11042,CE28932,no_og
cele11043,CE35534,no_og
cele11044,CE36544,no_og
cele11045,CE38348,no_og
cele11046,CE48268,no_og
cele11047,CE47994,no_og
cele11048,CE47953,no_og
cele11049,CE38602,no_og
cele11050,CE52400,no_og
cele11051,CE01288,no_og
cele11052,CE44056,no_og
cele11053,CE28933,no_og
cele11054,CE04545,og
cele11055,CE25884,no_og
cele11056,CE25885,og
cele11057,CE48073,no_og
cele11058,CE47989,no_og
cele11059,CE34555,no_og
cele11060,CE34556,no_og
cele11061,CE34557,no_og
cele11062,CE29799,no_og
cele11063,CE04553,no_og
cele11064,CE49355,no_og
cele11065,CE31692,no_og
cele11066,CE31693,og
cele11067,CE29499,no_og
cele11068,CE10274,no_og
cele11069,CE10276,no_og
cele11070,CE31694,no_og
cele11071,CE49202,no_og
cele11072,CE49190,no_og
cele11073,CE49316,no_og
cele11074,CE27162,no_og
cele11075,CE10280,no_og
cele11076,CE20772,og
cele11077,CE25887,og
cele11078,CE41132,og
cele11079,CE45122,no_og
cele11080,CE49372,no_og
cele11081,CE10286,og
cele11082,CE19868,no_og
cele11083,CE35306,no_og
cele11084,CE50823,no_og
cele11085,CE01292,og
cele11086,CE01293,no_og
cele11087,CE26892,no_og
cele11088,CE37913,no_og
cele11089,CE29316,og
cele11090,CE32415,og
cele11091,CE32416,og
cele11092,CE01296,no_og
cele11093,CE01297,no_og
cele11094,CE01298,no_og
cele11095,CE38958,no_og
cele11096,CE37234,og
cele11097,CE34558,no_og
cele11098,CE43756,no_og
cele11099,CE40058,no_og
cele11100,CE47939,no_og
cele11101,CE47996,no_og
cele11102,CE48195,no_og
cele11103,CE48654,og
cele11104,CE17059,og
cele11105,CE31510,no_og
cele11106,CE29317,no_og
cele11107,CE39251,og
cele11108,CE28392,no_og
cele11109,CE01578,no_og
cele11110,CE01579,og
cele11111,CE35875,no_og
cele11112,CE44789,no_og
cele11113,CE48949,no_og
cele11114,CE43768,no_og
cele11115,CE43788,no_og
cele11116,CE07224,no_og
cele11117,CE07225,no_og
cele11118,CE07226,no_og
cele11119,CE41900,og
cele11120,CE49658,no_og
cele11121,CE46421,no_og
cele11122,CE46513,no_og
cele11123,CE25889,no_og
cele11124,CE07229,no_og
cele11125,CE49713,no_og
cele11126,CE38603,no_og
cele11127,CE28393,no_og
cele11128,CE47648,no_og
cele11129,CE47655,no_og
cele11130,CE04556,no_og
cele11131,CE04557,no_og
cele11132,CE49357,no_og
cele11133,CE49457,no_og
cele11134,CE49159,no_og
cele11135,CE41651,no_og
cele11136,CE34016,no_og
cele11137,CE04561,og
cele11138,CE49256,no_og
cele11139,CE04562,no_og
cele11140,CE10298,og
cele11141,CE31511,no_og
cele11142,CE38349,no_og
cele11143,CE44238,no_og
cele11144,CE03308,no_og
cele11145,CE03309,no_og
cele11146,CE23715,no_og
cele11147,CE31512,no_og
cele11148,CE03310,no_og
cele11149,CE03311,og
cele11150,CE46240,no_og
cele11151,CE31938,no_og
cele11152,CE31940,no_og
cele11153,CE38350,no_og
cele11154,CE47063,no_og
cele11155,CE03313,og
cele11156,CE03314,og
cele11157,CE16031,og
cele11158,CE31939,no_og
cele11159,CE31939,no_og
cele11160,CE31940,no_og
cele11161,CE31941,no_og
cele11162,CE31513,no_og
cele11163,CE10328,og
cele11164,CE51913,no_og
cele11165,CE51927,no_og
cele11166,CE51941,no_og
cele11167,CE10310,no_og
cele11168,CE39368,no_og
cele11169,CE10314,no_og
cele11170,CE32659,no_og
cele11171,CE38710,no_og
cele11172,CE46205,no_og
cele11173,CE39369,no_og
cele11174,CE37914,no_og
cele11175,CE23716,no_og
cele11176,CE46653,og
cele11177,CE46595,no_og
cele11178,CE10324,no_og
cele11179,CE46698,no_og
cele11180,CE35535,no_og
cele11181,CE42344,no_og
cele11182,CE47157,no_og
cele11183,CE20776,no_og
cele11184,CE34861,no_og
cele11185,CE17069,no_og
cele11186,CE40059,og
cele11187,CE17071,og
cele11188,CE49607,no_og
cele11189,CE49565,no_og
cele11190,CE34862,no_og
cele11191,CE49503,no_og
cele11192,CE49547,no_og
cele11193,CE29318,no_og
cele11194,CE49573,no_og
cele11195,CE41901,no_og
cele11196,CE28320,og
cele11197,CE50198,no_og
cele11198,CE49561,no_og
cele11199,CE41902,no_og
cele11200,CE07231,no_og
cele11201,CE30788,no_og
cele11202,CE01301,og
cele11203,CE51827,no_og
cele11204,CE07233,og
cele11205,CE30790,og
cele11206,CE30791,og
cele11207,CE30792,og
cele11208,CE37235,og
cele11209,CE37915,no_og
cele11210,CE24966,no_og
cele11211,CE24967,no_og
cele11212,CE28321,no_og
cele11213,CE28322,no_og
cele11214,CE30793,no_og
cele11215,CE00164,no_og
cele11216,CE37108,no_og
cele11217,CE48137,og
cele11218,CE44927,no_og
cele11219,CE51710,no_og
cele11220,CE24969,og
cele11221,CE00169,og
cele11222,CE37109,og
cele11223,CE10330,no_og
cele11224,CE47022,no_og
cele11225,CE43280,no_og
cele11226,CE34864,no_og
cele11227,CE36384,no_og
cele11228,CE51846,og
cele11229,CE47410,og
cele11230,CE37187,og
cele11231,CE30239,no_og
cele11232,CE35536,no_og
cele11233,CE40060,no_og
cele11234,CE51952,og
cele11235,CE01583,og
cele11236,CE24971,og
cele11237,CE37012,no_og
cele11238,CE28025,no_og
cele11239,CE28026,no_og
cele11240,CE37013,og
cele11241,CE44214,no_og
cele11242,CE35930,no_og
cele11243,CE48304,no_og
cele11244,CE46825,no_og
cele11245,CE20785,no_og
cele11246,CE46583,no_og
cele11247,CE46593,no_og
cele11248,CE20783,no_og
cele11249,CE23720,no_og
cele11250,CE46617,no_og
cele11251,CE23722,no_og
cele11252,CE44105,og
cele11253,CE23724,no_og
cele11254,CE04564,no_og
cele11255,CE29319,no_og
cele11256,CE52539,no_og
cele11257,CE52501,no_og
cele11258,CE46477,no_og
cele11259,CE28324,no_og
cele11260,CE34562,no_og
cele11261,CE38186,og
cele11262,CE10338,no_og
cele11263,CE30076,no_og
cele11264,CE43028,no_og
cele11265,CE40958,no_og
cele11266,CE32661,no_og
cele11267,CE00992,og
cele11268,CE44913,og
cele11269,CE44900,og
cele11270,CE00994,og
cele11271,CE44335,no_og
cele11272,CE43538,og
cele11273,CE38822,no_og
cele11274,CE31943,no_og
cele11275,CE36848,no_og
cele11276,CE07238,og
cele11277,CE39370,no_og
cele11278,CE51957,no_og
cele11279,CE51253,no_og
cele11280,CE07241,og
cele11281,CE32662,no_og
cele11282,CE32663,no_og
cele11283,CE41652,og
cele11284,CE32664,no_og
cele11285,CE07244,og
cele11286,CE49318,no_og
cele11287,CE23725,og
cele11288,CE20790,no_og
cele11289,CE31698,og
cele11290,CE46807,no_og
cele11291,CE47585,no_og
cele11292,CE31700,no_og
cele11293,CE23726,og
cele11294,CE20788,og
cele11295,CE02225,no_og
cele11296,CE20789,no_og
cele11297,CE18675,no_og
cele11298,CE34018,og
cele11299,CE10372,og
cele11300,CE17821,no_og
cele11301,CE46019,og
cele11302,CE45951,no_og
cele11303,CE27163,no_og
cele11304,CE46642,no_og
cele11305,CE40959,og
cele11306,CE40960,og
cele11307,CE10358,og
cele11308,CE10360,no_og
cele11309,CE10362,og
cele11310,CE10364,no_og
cele11311,CE42470,no_og
cele11312,CE34308,no_og
cele11313,CE10370,og
cele11314,CE07245,og
cele11315,CE51352,no_og
cele11316,CE07246,og
cele11317,CE27380,og
cele11318,CE07247,no_og
cele11319,CE27381,no_og
cele11320,CE04568,no_og
cele11321,CE27382,no_og
cele11322,CE35307,og
cele11323,CE44412,no_og
cele11324,CE04571,no_og
cele11325,CE33088,no_og
cele11326,CE33089,no_og
cele11327,CE47670,no_og
cele11328,CE03322,og
cele11329,CE31514,og
cele11330,CE03323,og
cele11331,CE03324,no_og
cele11332,CE37373,no_og
cele11333,CE03326,no_og
cele11334,CE30988,no_og
cele11335,CE30989,no_og
cele11336,CE30990,no_og
cele11337,CE30991,no_og
cele11338,CE00171,no_og
cele11339,CE29042,no_og
cele11340,CE32417,no_og
cele11341,CE00173,no_og
cele11342,CE32418,no_og
cele11343,CE32419,no_og
cele11344,CE24973,og
cele11345,CE30992,no_og
cele11346,CE29043,no_og
cele11347,CE37518,og
cele11348,CE29045,no_og
cele11349,CE07250,no_og
cele11350,CE07251,og
cele11351,CE38823,no_og
cele11352,CE38824,no_og
cele11353,CE47017,og
cele11354,CE10378,og
cele11355,CE30795,no_og
cele11356,CE35309,no_og
cele11357,CE17823,no_og
cele11358,CE30796,no_og
cele11359,CE27384,no_og
cele11360,CE50078,no_og
cele11361,CE27385,no_og
cele11362,CE51095,no_og
cele11363,CE30797,no_og
cele11364,CE10392,no_og
cele11365,CE35310,no_og
cele11366,CE36486,no_og
cele11367,CE44476,no_og
cele11368,CE47660,no_og
cele11369,CE52520,no_og
cele11370,CE52466,no_og
cele11371,CE23727,no_og
cele11372,CE01192,no_og
cele11373,CE32187,og
cele11374,CE01192,no_og
cele11375,CE03330,no_og
cele11376,CE01192,no_og
cele11377,CE03331,no_og
cele11378,CE43902,no_og
cele11379,CE39252,og
cele11380,CE45325,og
cele11381,CE45345,og
cele11382,CE26893,og
cele11383,CE00181,no_og
cele11384,CE28232,no_og
cele11385,CE00184,og
cele11386,CE40061,og
cele11387,CE29802,no_og
cele11388,CE30994,no_og
cele11389,CE30995,no_og
cele11390,CE24975,no_og
cele11391,CE00186,no_og
cele11392,CE26895,no_og
cele11393,CE18676,no_og
cele11394,CE45690,no_og
cele11395,CE52498,no_og
cele11396,CE45536,no_og
cele11397,CE18678,no_og
cele11398,CE18679,og
cele11399,CE18679,og
cele11400,CE17072,og
cele11401,CE10400,no_og
cele11402,CE10402,og
cele11403,CE30799,og
cele11404,CE33092,og
cele11405,CE37110,og
cele11406,CE33093,no_og
cele11407,CE33094,no_og
cele11408,CE45309,no_og
cele11409,CE52107,no_og
cele11410,CE52164,no_og
cele11411,CE52249,no_og
cele11412,CE35972,no_og
cele11413,CE47778,no_og
cele11414,CE10396,og
cele11415,CE36160,no_og
cele11416,CE42861,no_og
cele11417,CE23728,no_og
cele11418,CE23729,no_og
cele11419,CE10424,no_og
cele11420,CE00996,no_og
cele11421,CE00997,no_og
cele11422,CE18680,og
